211613	Naivety	n	അനുഭവമില്ലായ്മ
37898	Naked	a	നഗ്നമായ
37899	Naked	a	ശരീരം മറയ്‌ക്കാത്ത
37900	Naked	a	സ്‌പഷ്‌ടമായ
37901	Naked	a	തുറന്നിരിക്കുന്ന
37902	Naked	a	അനാച്ഛാദിതമായ
37903	Naked	a	അനലംകൃതമായ
37904	Naked	a	അനാവൃതമായ
37905	Naked	a	ഒളിക്കാത്ത
37906	Naked	a	മറയ്‌ക്കാത്ത
152671	Naked	a	ദിഗംബരമായ
152672	Naked	a	വിവസ്‌ത്രമായ
189579	Naked	a	വസ്ത്രഹീനമായ
189580	Naked	a	തനിരൂപത്തിലുളള
189581	Naked	a	ഒന്നും ചേര്‍ക്കാത്ത
211614	Naked	a	സ്പഷ്ടമായ
211615	Naked	a	വിവസ്ത്രമായ
37909	Naked eye	n	നഗ്നനേത്രം
109616	Naked mendicant	n	നഗ്നഭിക്ഷു
37912	Naked truth	n	നഗ്നസത്യം
37907	Nakedly	-	അനലംകൃതം
152692	Nakedly	a	നഗ്നമായി
37908	Nakedness	n	നഗ്നത
152706	Nakedness	n	അനാവൃതത്വം
152707	Nakedness	n	ജാതരൂപം
152708	Nakedness	n	ദിഗംബരത
103974	Nakula	n	നകുലന്‍
110903	Nala	n	നളന്‍
112345	Namasivaya	n	നമ:ശ്ശിവായ മന്ത്രം
201873	Namaz	n	മുസ്ലിംകളുടെ പ്രാര്ത്ഥന രൂപം
109134	Namboodiri chief of a thali	n	ഒരു യോഗത്തിലെ നമ്പൂതിരി മുഖ്യന്‍
100560	Namboodiri who has performed yagas	n	അഗ്നിഹോത്രി
100484	Namboodiri woman	n	അകത്തമ്മ
100485	Namboodiri woman	n	നമ്പൂതിരി സ്‌ത്രീ
115870	Namby-pamby	a	നിസ്സാരവും തികച്ചും വിഡ്‌ഢിത്തം നിറഞ്ഞതുമായ
152722	Namby-pamby	a	ശുദ്ധഗതിക്കാരനായ
152723	Namby-pamby	a	ഋജുബുദ്ധിയായ
152724	Namby-pamby	a	ലളിതഹൃദയനായ
37913	Name	n	പേര്‌
37914	Name	n	നാമധേയം
37915	Name	n	നാമം
37916	Name	n	സംജ്ഞ
37917	Name	n	പ്രശസ്‌തി
37918	Name	n	കുലം
37919	Name	n	ഗണം
37920	Name	v	പേരിടുക
37921	Name	v	നാമകരണം ചെയ്യുക
37922	Name	v	നിയമിക്കുക
37923	Name	n	കീര്‍ത്തി
37924	Name	n	ഒരേപേരില്‍ അറിയപ്പെടുന്ന ആളുകള്‍
37925	Name	n	വംശം
37926	Name	n	നാമപദം
37927	Name	v	പേരു വിളിക്കുക
37928	Name	v	സംജ്ഞകൊടുക്കുക
37929	Name	n	ഫയല്‍, ഡാറ്റ മുതലായവക്ക്‌ കൊടുക്കുന്ന തിരിച്ചറിയല്‍ പേരിനുള്ള പൊതുവായ രൂപം
152743	Name	n	യശസ്സ്‌
152744	Name	n	അഭിധാനം
152745	Name	n	ഖ്യാതി
152746	Name	n	ശ്രുതി
152747	Name	n	പെരുമ
152780	Name	v	നാമനിര്‍ദ്ദേശം ചെയ്യുക
152781	Name	v	നിയോഗിക്കുക
152782	Name	v	ഒരു സ്ഥാനത്തേക്ക്‌ തിരഞ്ഞെടുക്കുക
189582	Name	n	പേര്
189584	Name	-	പേരുപറയുക
189585	Name	-	കൃത്യമായി പ്രഖ്യാപിക്കുക
189586	Name	-	ഒരു സ്ഥാനത്തേക്ക് തിരഞ്ഞെടുക്കുക
200734	Name calling	n	തെറി പറയൽ
115874	Name the day	v	ദിവസം നിശ്ചയിക്കുക
152783	Name-dropping	n	വലിപ്പം നടിക്കുവാന്‍ വലിയ ആളുകളുടെ പേരുകള്‍ ആവര്‍ത്തിച്ചു പറയുന്ന സ്വഭാവം
37977	Name-plate	-	നാമത്തകിട്‌
37978	Name-sake	n	അതേ പേരുകാരന്‍
211616	Name-sake	n	അതേ പേരുതന്നെയുള്ള മറ്റൊരാള്‍
37969	Nameless	a	പേരില്ലാത്ത
37970	Nameless	a	അജ്ഞാതനാമാവാനായ
37971	Nameless	a	പ്രസിദ്ധിയില്ലാത്ത
37972	Nameless	a	അവര്‍ണ്ണനീയമായ
152796	Nameless	a	പേരില്ലാത്തതായ
152797	Nameless	a	അനിര്‍വ്വചനീയമായ
152798	Nameless	a	അനാമകമായ
37973	Namely	-	അതായത്‌
37974	Namely	conj	എന്തെന്നാല്‍
37975	Namely	n	എന്നുവച്ചാല്‍
37976	Namely	n	അര്‍ത്ഥമാക്കുന്നത്‌
189587	Namely	-	അതായത്
102477	Names	n	പേരുകള്‍
102478	Names	n	നാമങ്ങള്‍
152820	Namesake	n	അതേ പേരുതന്നെയുള്ള മറ്റൊരാള്‍
189588	Namesake	n	ഒരേ പേരുളളവന്‍
189589	Namesake	n	ഏകനാമകന്‍
189590	Namesake	n	ഏകനാമധാരി
189591	Namesake	n	അതേ പേരുകാരന്‍
119815	Naming	a	ഗണനീയമായ
119816	Naming	a	പ്രശസ്‌തമായ
37982	Nanny	-	പെണ്ണാട്‌
37983	Nanny	n	കുഞ്ഞിന്റെ വളര്‍ത്തമ്മ
152839	Nanny	n	കുട്ടികളെ വളര്‍ത്തുന്ന ആയ
152860	Nanny-goat	-	പെണ്ണാട്‌
115093	Nano second	-	ഒരു സെക്കന്റിന്റെ നൂറുകോടിയിലൊരംശം
110324	Naoh	-	നോഹ
37984	Nap	-	ലഘുനിദ്ര
37985	Nap	n	കൊച്ചുറക്കം
37986	Nap	v	ഒന്നു കണ്ണടയ്‌ക്കുക
37987	Nap	n	മയക്കം
152876	Nap	n	കമ്പിളിത്തുണിയുടേതുപോലെയുള്ള പ്രതലം
152900	Nap	v	അല്‌പം മയങ്ങുക
189592	Nap	-	അല്പനേരത്തെ ഉറക്കം
189593	Nap	v	കൊച്ചുറക്കം
211617	Nap	n	കന്പിളിത്തുണിയുടേതുപോലെയുള്ള പ്രതലം
115876	Nap hand	v	വിജയം ഉറപ്പല്ലാത്തകാര്യത്തിന്‌ ശ്രമിക്കുക
37989	Napalm	n	ബോംബുകളിലും മറ്റും ഉപയോഗിക്കുന്നതും വളരെ വേഗത്തില്‍ തീ പിടിക്കുന്നതുമായ ഒരു പെട്രാളിയം കുഴമ്പ്‌
152901	Napalm	n	ബോംബു നിര്‍മ്മാണത്തിനുപയോഗിക്കുന്ന ഒരു രാസപദാര്‍ത്ഥം
189594	Napalm	n	ദ്രാവകങ്ങള്‍ കൊഴുപ്പിക്കുവാന്‍ നാഫ്ത്തനിക് ആസിഡ്
189595	Napalm	n	അലൂമിനിയം
189596	Napalm	n	മറ്റു ചില ആസിഡുകള്‍ മുതലായവ ചേര്‍ത്തുണ്ടാക്കുന്ന ഒരു സാധനം
189597	Napalm	n	ആഗ്നേയ ബോംബുനിര്‍മ്മാണത്തില്‍ ഉപയോഗിക്കാന്‍ ഇതില്‍നിന്നും ഉണ്ടാക്കി എടുക്കുന്ന ഒരുതം പെട്രോള്‍
189598	Napalm	n	ബോംബുകളില്‍ ഉപയോഗിക്കുന്നതും ഉഗ്രമായി കത്തുന്നതുമായ പെട്രോളിയം കുഴന്പ്
211618	Napalm	n	ബോംബു നിര്‍മ്മാണത്തിനുപയോഗിക്കുന്ന ഒരു രാസപദാര്‍ത്ഥം
37990	Nape	-	പുറങ്കഴുത്ത്‌
37991	Nape	n	പിടലി
152917	Nape	n	ഗ്രീവം
189599	Nape	-	പുറങ്കഴുത്ത്
189600	Nape	n	കഴുത്തിന്‍റെ പിന്‍ഭാഗം
189601	Nape	-	കഴുത്തിന്‍റെ പിന്‍പുറം
37992	Naphtha	n	എളുപ്പം തീപിടിക്കുന്ന ഒരെണ്ണ
37993	Naphtha	n	ശിലാതൈലം
152935	Naphtha	n	എളുപ്പം തീ പിടിക്കുന്ന ഒരെണ്ണ
152936	Naphtha	n	നാഫ്‌ത
211619	Naphtha	n	നാഫ്ത
37994	Napkin	-	കൈലേസ്‌
37995	Napkin	n	തൂവാല
152957	Napkin	n	കൈത്തൂവാല
189602	Napkin	-	ഭക്ഷണം കഴിച്ചതിനുശേഷം കൈ
189603	Napkin	n	ചുണ്ട് മുതലായവ വൃത്തിയാക്കുന്നതിന് ഉപയോഗിക്കുന്ന ചതുരാകൃതിയിലുളള ഒരു തുണിക്കഷണം അഥവാ കടലാസ്
189604	Napkin	-	ഒരു കുട്ടിയുടെ ശരീരത്തില്‍നിന്നും പുറത്തുവരുന്ന മലം
189605	Napkin	n	മൂത്രം മുതലായവ പിടിക്കുന്നതിനുപയോഗിക്കുന്ന വസ്ത്രം
189606	Napkin	-	കുട്ടികളുടെ ടവല്‍
189607	Napkin	n	ആര്‍ത്തവസമയത്ത് രക്തം വലിച്ചെടുക്കുവാന്‍ കഴിവുളള ഒരു പാഡ് (തുണി)
189608	Napkin	-	കൈലേസ്
152971	Nappy	n	ജലാംശം വലിച്ചെടുക്കാന്‍ കഴിവുള്ള ഒരിനം തുണി
102004	Narada	n	നാരദന്‍
102005	Narada	n	ബ്രഹ്മപുത്രന്‍ നാരദന്‍
111966	Naradas lute	n	നാരദരുടെ വീണ
108069	Narasimha	n	നരസിംഹമൂര്‍ത്തി
108070	Narasimha	n	നരസിംഹാവതാരം
103566	Narayana	n	നാരായണന്‍
37358	Narcissism	n	ആത്മാരാധന
37359	Narcissism	n	അവനവന്റെ ഗുണങ്ങളില്‍ മതിമറക്കല്‍
37360	Narcissism	n	സ്വന്തം രൂപത്തോട് പ്രണയത്തില്‍ ആകുക
152985	Narcissism	n	ആത്മരതി
211620	Narcissism	n	സ്വദേഹപ്രേമം
37361	Narcissist	n	അവനവന്റെ ഗുണങ്ങളില്‍ മതിമറക്കുന്നവന്‍
153002	Narcissistic	a	ആത്മരതിപരമായ
153016	Narcissus	n	സുഗന്ധപുഷ്‌പമുണ്ടാകുന്ന പൊള്ളത്തണ്ടുള്ള ഒരു ചെടി
211621	Narcissus	n	സുഗന്ധപുഷ്പമുണ്ടാകുന്ന പൊള്ളത്തണ്ടുള്ള ഒരു ചെടി
219546	narcolepsy	n	സ്വസ്ഥമായ ചുറ്റുപാടുകളിൽ ഉറങ്ങിപ്പോവനുള്ള തീവ്രമായ പ്രവണതയെ വിശേഷിപ്പിക്കുന്ന അവസ്ഥ
200806	narcolepsy	n	അമിതമായി ഉറക്കം ഉളവാക്കുന്ന ഒരു രോഗം
37362	Narcotic	n	വേദനസംഹാരി
37363	Narcotic	n	നിദ്രൗഷധം
37364	Narcotic	a	ഉറക്കുന്ന
37365	Narcotic	n	മയക്കുമരുന്ന്‌
37366	Narcotic	n	ഉറക്കം വരുത്തുന്ന എന്തും
37367	Narcotic	a	മയക്കം വരുത്തുന്ന
153031	Narcotic	a	മയക്കമോ, മൂര്‍ച്ചയോ, വേദനാശമനമോ ഉണ്ടാക്കുന്ന
189572	Narcotic	a	ദോഷകരമായ ഔഷധം
189573	Narcotic	a	മയക്കുമരുന്ന്
211622	Narcotic	a	മയക്കമോ
211623	Narcotic	a	മൂര്‍ച്ചയോ
211624	Narcotic	a	വേദനാശമനമോ ഉണ്ടാക്കുന്ന
37368	Narcotically	v	മയക്കം വരുത്തുക
153055	Nard	n	മലകളില്‍ വളരുന്ന വാസനയുള്ള ഒരു ചെടി
153068	Nark	n	ഒറ്റുകാരന്‍
153069	Nark	n	പോലീസിന്‌ രഹസ്യവിവരം കൊടുക്കുന്നയാള്‍
153093	Nark	v	ദേഷ്യം പിടിപ്പിക്കുക
211625	Nark	n	പോലീസിന് രഹസ്യവിവരം കൊടുക്കുന്നയാള്‍
37369	Narrate	v	വിവരിക്കുക
37370	Narrate	v	വിവരിച്ചു പറയുക
37371	Narrate	v	ആഖ്യാനം ചെയ്യുക
153110	Narrate	v	കഥിക്കുക
153111	Narrate	v	കഥനം ചെയ്യുക
189609	Narrate	-	പറയുക
189610	Narrate	-	വിവരിച്ചുപറയുക
189611	Narrate	v	വിസ്തരിച്ചെഴുതുക
106433	Narrated	a	പറയപ്പെട്ട
106432	Narrates	a	പറയുന്ന
106431	Narrating	n	പറയല്‍
37372	Narration	n	ആഖ്യാനം
37373	Narration	n	വിവരണം
37374	Narration	a	വിവരണപരമായ
37375	Narration	n	കഥ
37376	Narration	n	കഥനം
37377	Narration	n	കഥാരൂപത്തിലള്ള
37378	Narration	n	സംഭവകഥനം
153112	Narration	n	വര്‍ണ്ണനം
153113	Narration	n	കീര്‍ത്തനം
153114	Narration	n	ഉപഖ്യാനം
153115	Narration	n	നിരൂപണം
104198	Narrative	n	ആഖ്യാനം
153129	Narrative	a	വിവരണാത്മകമായ
153145	Narrative	n	സംഭവവിവരണം
189612	Narrative	-	വിവരണപരമായ
189613	Narrative	-	കഥാരൂപത്തിലുള്ള
175413	Narratology	n	ആഖ്യാനശാസ്ത്രം
37380	Narrator	n	വിവരിക്കുന്നവന്‍
153153	Narrator	n	ആഖ്യാതാവ്‌
211626	Narrator	n	ആഖ്യാതാവ്
37460	Narrow	-	ഇടുങ്ങിയ
37461	Narrow	a	വിസ്‌താരം കുറഞ്ഞ
37462	Narrow	a	വീതി കുറവായ
37463	Narrow	a	പരിമിതമായ
37464	Narrow	a	സങ്കുചിതമായ
37465	Narrow	a	നേരിയ
37466	Narrow	a	സ്വപക്ഷാന്ധനായ
37467	Narrow	a	കഷ്‌ടിച്ചുള്ള
37468	Narrow	v	ചുരുക്കുക
37469	Narrow	v	ഞെരുക്കുക
37470	Narrow	v	ക്ലിപ്‌തപ്പെടുത്തുക
37471	Narrow	v	കുറയ്‌ക്കുക
37472	Narrow	v	സങ്കുചിതമാക്കുക
153169	Narrow	-	ചുരുങ്ങിയ
153170	Narrow	a	കുടുസ്സായ
153171	Narrow	a	സങ്കുചിതബുദ്ധിയായ
153172	Narrow	a	സ്വാര്‍ത്ഥതയുള്ള
153198	Narrow	v	അകലം കുറയുക
37474	Narrow circumstances	n	ദാരിദ്യ്രം
37475	Narrow circumstances	n	ദൈന്യം
200219	Narrow escape	idm	തലനാരിഴക്ക് രക്ഷപ്പെടുക
112192	Narrow lane	n	ഇടവഴി
37476	Narrow minded	a	ഇടുങ്ങിയ മനഃസ്ഥിതിയുള്ള
37477	Narrow minded	a	ഇടുങ്ങിയ മനസ്സുള്ള
37478	Narrow minded	a	സങ്കുചിത മനോഭാവമുള്ള
110999	Narrow path	n	ഇടുങ്ങിയ വഴി
74619	Narrow squeak	n	കഷ്‌ടിച്ചു രക്ഷ പ്രാപിക്കല്‍
153231	Narrow-minded	a	ഇടുങ്ങിയ മനസ്സുള്ള
189617	Narrow-minded	a	സങ്കുചിത മനസ്സുളള
189618	Narrow-minded	a	ഇടുങ്ങിയ മനഃസ്ഥിതിയുളള
189619	Narrow-minded	a	സ്വാര്‍ത്ഥയുളള
153249	Narrow-mindedness	n	സങ്കുചിത മനസ്ഥിതി
37473	Narrowly	a	ഇടുക്കായി
153199	Narrowly	adv	അടുത്തായി
189614	Narrowly	-	കഷ്ടിച്ച്
189615	Narrowly	-	കൃത്യമായി
189616	Narrowly	-	സൂക്ഷ്മമായി
153217	Narrowness	n	സങ്കുചിതത്വം
153218	Narrowness	n	അനുദാരത
153219	Narrowness	n	അവിശാലത
153268	Narwhal	n	ആര്‍ട്ടിക്‌ സമുദ്രത്തില്‍ കണ്ടുവരുന്നതും പല്ല്‌ രൂപാന്തരപ്പെട്ട്‌ കൊമ്പായിത്തീര്‍ന്നിട്ടുള്ളതുമായ ഒരു തിമിംഗലം
211627	Narwhal	n	ആര്‍ട്ടിക് സമുദ്രത്തില്‍ കണ്ടുവരുന്നതും പല്ല് രൂപാന്തരപ്പെട്ട് കൊന്പായിത്തീര്‍ന്നിട്ടുള്ളതുമായ ഒരു തിമിംഗലം
153275	Nasa	n	അമേരിക്കയിലെ അന്തരീക്ഷ വ്യോമയാന കാര്യാലയം
211628	Nasa	n	അമേരിക്കയിലെ അന്തരീക്ഷ വ്യോമയാന കാര്യാലയം
37480	Nasal	a	മൂക്കിനെ സംബന്ധിച്ച
37481	Nasal	a	മൂക്കാലുച്ചരിക്കപ്പെട്ട
37482	Nasal	n	അനുനാസികം
37483	Nasal	a	അനുനാസികമായ
218559	Nasal cavities	n	നാസാദ്വാരങ്ങൾ
109633	Nasal disease	n	ഒരു നാസാരോഗം
37484	Nasalize	v	അനുനാസികമായുച്ചരിക്കുക
37485	Nasalize	v	മൂക്കുകൊണ്ടു സംസാരിക്കുക
37486	Nasally	v	മൂക്കാലുച്ചരിക്കുക
37525	Nascence	n	പ്രാരംഭഘട്ടം
37521	Nascent	a	ഉദിച്ചുയരുന്ന
37522	Nascent	a	നവമായ
37523	Nascent	a	മുളച്ചുവരുന്ന
37524	Nascent	a	പ്രാരംഭഘട്ടത്തിലുള്ള
153276	Nascent	a	നവമായുണ്ടായ
153277	Nascent	a	ആരംഭത്തിലുള്ള
37538	Nastily	v	അസഭ്യം പറയുക
37539	Nastiness	v	മലിനമാക്കുക
153278	Nasturtium	n	വിവിധ നിറങ്ങളില്‍ പൂക്കളുണ്ടാകുന്ന ഒരിനം പടര്‍ന്നു കയറുന്ന ചെടി
37526	Nasty	a	അഴുക്കായ
37527	Nasty	a	വഷളായ
37528	Nasty	a	അസഭ്യമായ
37529	Nasty	a	വൃത്തികെട്ട
37530	Nasty	a	അരോചകമായ
37531	Nasty	a	ദുര്‍ഗന്ധമുള്ള
37532	Nasty	a	വെറുപ്പിക്കുന്ന
37533	Nasty	a	മലിനമായ
153279	Nasty	a	ചീത്തയായ
153280	Nasty	a	നനവുള്ള
153281	Nasty	a	അശ്ലീലമായ
153282	Nasty	a	കശ്‌മലമായ
189620	Nasty	-	സുഖകരമല്ലാത്ത
189621	Nasty	-	അപ്രിയമായ
189622	Nasty	-	മോശമായ
189623	Nasty	-	അരോചകമായ
211629	Nasty	a	കശ്മലമായ
37534	Nasty bit	n	വൃത്തികെട്ടവന്‍
37540	Natal	a	ജനനാലുള്ള
37541	Natal	a	ജന്‍മവിഷയകമായ
37542	Natal	a	ജനനം മുതല്‍ക്കുള്ള
153283	Natal	a	ജനനത്തെ സംബന്ധിച്ച
153284	Natal	a	സഹജമായ
153285	Natal	a	ജാത്യാലുള്ള
153286	Natal	a	ജന്മവിഷയകമായ
189624	Natal	a	ജനനാലുളള
189625	Natal	a	ജനനം മുതല്‍ക്കുളള
108822	Natality	v	ജനിക്കല്‍
219872	Natatorium	n	അകത്തളത്തിലെ നീന്തൽ കുളം
219871	Natatorium	n	നീന്തൽ കുളം
37589	Nates	n	നിതംബം
37590	Nates	n	ശ്രാണി
37591	Nation	n	പ്രജാസമുച്ചയം
37592	Nation	n	രാഷ്‌ട്രം
37593	Nation	n	ജനത
37594	Nation	n	ദേശവാസികള്‍
189626	Nation	n	രാഷ്ട്രം
189627	Nation	n	സമൂഹം
37595	National	a	ദേശസംബന്ധിയായ
37596	National	a	രാജ്യപരമായ
37597	National	a	ദേശീയമായ
37598	National	a	ദേശാഭിമാനമുള്ള
153295	National	a	രാഷ്‌ട്രീയമായ
153296	National	a	പൊതുവായ
153297	National	n	ഒരു രാഷ്‌ട്രത്തിലെ പൗരന്‍
37601	National anthem	n	ദേശീയഗാനം
37599	National assembly	n	പല നാടുകളിലും നിയമനിര്‍മ്മാണ സഭ
37602	National flag	n	ദേശീയപതാക
219407	National highway	n	ദേശീയപാത
37600	National income	n	ദേശീയവരുമാനം
18872	National integration	n	ദേശീയോദ്‌ഗ്രഥനം
218683	National park	n	ദേശീയോദ്യാനം
37729	Nationalism	n	ദേശീയവാദം
37730	Nationalism	n	ദേശീയബോധം
37731	Nationalism	n	ദേശീയത
153298	Nationalism	n	ദേശീയ വാദം
189628	Nationalism	-	ദേശഭക്തി
189629	Nationalism	-	സ്വരാജ്യസ്നേഹം
37732	Nationalist	-	സ്വരാജ്യസ്‌നേഹി
37733	Nationalist	n	ദേശീയവാദി
189630	Nationalist	n	സ്വരാജ്യസ്നേഹി
37719	Nationality	n	ദേശീയത
37720	Nationality	n	ജനത
37721	Nationality	n	രാഷ്‌ട്രമെന്നനിലയ്‌ക്കുള്ള വിഭാഗം
37722	Nationality	n	സ്വദേശാഭിമാനം
37723	Nationality	n	രാഷ്‌ട്രം
37724	Nationality	n	ഒരു രാഷ്‌ട്രത്തിനകത്തെ വ്യതിരിക്ത ജനവിഭാഗം
37725	Nationality	n	പൗരത്വം
153299	Nationality	n	ദേശീയ സ്വഭാവം
189631	Nationality	n	ഒരു പ്രത്യേക വിഭാഗം ജനങ്ങള്‍
189632	Nationality	n	ദേശനിവാസികള്‍
189633	Nationality	n	ദേശസ്നേഹം
153301	Nationalization	n	ദേശസാത്‌ക്കരണം
189634	Nationalization	n	ദേശസാല്‍ക്കരണം
211630	Nationalization	n	ദേശസാത്ക്കരണം
37726	Nationalize	v	ദേശസാല്‍ക്കരിക്കുക
37727	Nationalize	v	പൊതുവുടമയിലാക്കുക
37728	Nationalize	v	രാജ്യസ്വത്താക്കുക
153300	Nationalize	v	ദേശസാത്‌ക്കരിക്കുക
189635	Nationalize	v	ദേശീയമാക്കുക
189636	Nationalize	v	ദേശസാത്കരിക്കുക
189637	Nationalize	v	പൊതുവുടമയിലാക്കുക
211631	Nationalize	v	ദേശസാത്ക്കരിക്കുക
37603	Nationally	a	ദേശീയമായി
153302	Nationwide	a	ദേശവ്യാപകമായ
37734	Native	a	നൈസര്‍ഗ്ഗികമായ
37735	Native	a	സഹജമായ
37736	Native	a	അന്തര്‍ജാതമായ
37737	Native	a	അനലംകൃതമായ
37738	Native	a	അകൃത്രിമമായ
37739	Native	a	ദേശവാസികളെക്കുറിച്ചുള്ള
37740	Native	a	ദേശോത്‌പന്നമായ
37741	Native	a	ജന്‍മദേശത്തെക്കുറിച്ചുള്ള
37742	Native	n	ദേശവാസി
37743	Native	n	നാട്ടുകാരന്‍
37744	Native	a	ലളിതമായ
37745	Native	a	സ്വതഃസിദ്ധമായ
37746	Native	a	ജന്‍മസിദ്ധമായ
37747	Native	a	വിദേശീയനല്ലാത്ത
37748	Native	n	ദേശജന്‍
37749	Native	n	ദേശീയജനം
37750	Native	n	സ്വദേശി
37751	Native	n	നാട്ടുത്‌പന്നം
153303	Native	a	ദേശീയമായ
153304	Native	a	അന്തര്‍ജ്ജാതമായ
153305	Native	a	തന്നാട്ടുകാരനായ
153306	Native	n	തദ്ദേശീയന്‍
115879	Native ability or intelligence	n	ജന്മസിദ്ധമായ കഴിവ്‌ അല്ലെങ്കില്‍ ബുദ്ധി
153307	Native american	n	യൂറോപ്യന്മാര്‍ വരുന്നതിനുമുന്‍പ്‌ അമേരിക്കയിലുണ്ടായിരുന്ന ഗോത്രങ്ങളിലെ ഒരംഗം
211632	Native american	n	യൂറോപ്യന്മാര്‍ വരുന്നതിനുമുന്‍പ് അമേരിക്കയിലുണ്ടായിരുന്ന ഗോത്രങ്ങളിലെ ഒരംഗം
115094	Native code	n	ഒരു കമ്പ്യൂട്ടറിന്റെ പ്രത്യേകതകളുടെ അടിസ്ഥാനത്തിലുള്ള നിര്‍ദ്ദേശങ്ങള്‍
